id,age,checking_status,class,credit_amount,credit_history,duration,employment,existing_credits,feat01,feat02,feat03,feat04,feat05,feat06,feat07,feat08,feat09,feat10,foreign_worker,housing,installment_commitment,job,num_dependents,other_parties,other_payment_plans,own_telephone,personal_status,property_magnitude,purpose,residence_since,savings_status
469,36,'no checking',good,1220,'existing paid',15,'4<=X<7',2,0.34131365798534713,0.6452286350595251,1.1082406285844222,0.8955402496777333,1.3840666181056638,1.0772464200517171,1.1065492060435822,1.6072398293142585,1.2552127880540447,0.5959465599092726,yes,own,4,skilled,1,none,none,yes,'male single','life insurance','domestic appliance',3,'500<=X<1000'
470,21,'<0',bad,917,'existing paid',12,'4<=X<7',1,0.505431227217816,0.5049230983625624,0.9548601474187056,1.3808403726169616,1.0123305829647555,0.8402017503754271,0.5418059099156823,0.7485011832868315,1.4414232389167037,0.37679531896449037,yes,rent,4,skilled,1,none,none,none,'male mar/wid','life insurance',retraining,4,'<100'
471,35,'0<=X<200',good,2514,'critical/other existing credit',15,'4<=X<7',3,0.28440393689116616,0.6247687493432372,1.460018901569406,1.2928418826612698,1.1074661896186715,0.9316800173192051,0.8876557914250722,1.1886843693446867,1.319002078096473,0.5828661897702754,yes,own,4,skilled,1,guarantor,bank,yes,'male single','real estate',radio/tv,2,'no known savings'
472,22,'<0',bad,1689,'existing paid',9,'<1',1,0.5312735572342814,0.5589427070289492,1.5794909030714024,1.1212738915418758,1.4230279923454967,1.095765991011428,0.9953988844616993,0.8105845115953019,0.6999276121561218,0.2805852539008715,yes,rent,3,skilled,1,none,none,none,'female div/dep/mar','life insurance',radio/tv,4,'<100'
473,26,'<0',bad,3298,'no credits/all paid',18,'<1',1,0.5519791837393945,0.5418278470026782,1.43104666521035,0.8820181098250142,0.3936653062815986,1.0820293405241832,1.0891777629951305,0.854066619051081,0.7711489698739082,0.5034566057554054,yes,rent,1,skilled,1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,4,'<100'
474,25,'0<=X<200',good,3208,'existing paid',30,'>=7',1,0.4489501668750194,0.3660917311733756,0.5999242109999947,0.8707126975768977,0.7791437689318212,0.9453471870538608,1.173149770791233,0.42528329908644213,1.162461348075871,0.5686111525894919,yes,own,2,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,4,'no known savings'
475,30,'<0',bad,3513,'all paid',24,'<1',1,0.5646066645544543,0.6089888301032146,1.2173106507452762,1.0589843283220728,0.9204578585646014,0.9132786648494258,0.9995174440936196,0.7767968336349125,0.8959178289609516,0.5274125392803302,yes,'for free',4,skilled,2,none,none,yes,'male single','no known property',furniture/equipment,4,'500<=X<1000'
476,28,'0<=X<200',good,6370,'existing paid',18,'4<=X<7',1,0.1519020201746328,0.621985901294613,0.5058122649892293,0.6487936145286086,0.3247440980398421,1.3474135369834621,1.3588998986663203,0.7747480450471029,0.6842054166218035,0.39871656526800914,yes,rent,3,'unskilled resident',1,none,none,none,'male single','real estate','new car',3,'<100'
477,43,'no checking',good,4160,'critical/other existing credit',24,'4<=X<7',2,0.2710717535079583,0.4972745013912045,0.6919318978761987,0.7330806873102347,1.258081300932331,0.8045018046675674,1.2133577683471215,0.431606845103059,1.1188591869830171,0.6045549796207755,yes,own,3,skilled,1,none,none,yes,'male single','life insurance','used car',4,'no known savings'
478,31,'no checking',good,1757,'existing paid',12,'4<=X<7',1,0.5267192861089,0.4788067458852415,1.3887367318103585,0.28212398086315377,0.5464179047175128,0.7644445471410699,1.2653198731174082,0.878521461192268,1.1241826468383143,0.46715543574302665,yes,own,3,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate',furniture/equipment,4,'<100'
479,51,'<0',good,1176,'critical/other existing credit',8,'>=7',2,0.3227792348553912,0.5553343969157429,0.6752881287605714,0.6692316029914063,1.511166977288342,0.6212514981057762,0.6749444067034212,1.205603980521488,0.3205191718396047,0.5858546693041855,yes,'for free',3,'high qualif/self emp/mgmt',2,none,bank,yes,'male single','no known property',other,4,'<100'
480,38,'0<=X<200',bad,13333,'existing paid',18,unemployed,1,0.5585839179546185,0.39374434870013797,1.304954566218193,1.239465601993207,1.0629441536420547,0.9154522171131805,1.3255217849311052,0.8179100584887562,0.7592029307892033,0.2980949880764424,yes,'for free',3,'high qualif/self emp/mgmt',1,none,none,yes,'female div/dep/mar','no known property','used car',4,'<100'
481,28,'0<=X<200',good,4084,'critical/other existing credit',12,'>=7',3,0.3013851529606614,0.840167271271185,0.4905281798624642,1.4563147608691671,0.7178089511382145,1.0661941324132749,0.9362880374641362,1.3613189156138996,0.37838574283790144,0.5634336850358056,yes,rent,1,skilled,1,none,none,yes,'male single',car,furniture/equipment,4,'<100'
482,24,'<0',good,2844,'existing paid',24,'1<=X<4',1,0.3495369457631712,0.5006946261362172,0.7050988014853803,1.4832150660873689,1.0317944279958864,1.2603226311795541,1.4855379692243051,1.6571838758208313,1.5702857950716127,0.658408051399181,yes,rent,2,'unskilled resident',1,none,none,none,'male div/sep','real estate',furniture/equipment,2,'<100'
483,37,'<0',bad,7734,'all paid',48,'4<=X<7',1,0.5349059933716187,0.3864524702357938,0.5193767464498876,1.3389297761110646,0.534746705392671,0.8748511301470884,1.399774232155906,0.5398086225119134,1.3057016998887385,0.30264101713299896,yes,rent,2,skilled,1,guarantor,none,none,'female div/dep/mar',car,business,4,'<100'
484,25,'0<=X<200',bad,14315,'no credits/all paid',48,'1<=X<4',1,0.5752887636476003,0.5743829125687885,1.1427102351893819,1.4201248134499862,0.9905916810741752,0.56532201732444,1.345423638891067,0.5905696240442018,1.030349927328228,0.6093730596506142,yes,own,2,skilled,1,none,none,yes,'male single',car,business,2,'<100'
485,31,'no checking',good,2259,'existing paid',12,'4<=X<7',2,0.042335138013788624,0.6733788879415451,0.9255576705335208,1.3814390507645613,1.5065738544776763,1.6155433441572291,1.3653747137282055,1.4533582456170453,0.8936225518879493,0.6072906223706263,yes,rent,4,'high qualif/self emp/mgmt',2,none,none,yes,'male single',car,radio/tv,2,'<100'
486,39,'<0',good,966,'critical/other existing credit',6,'4<=X<7',2,0.34797312953457754,0.5478351082654639,0.6156226529759995,0.7220688526279333,1.0099379474535308,1.0136872703793554,0.7407785158688202,1.658488571312276,0.6085610458116572,0.6128805351482929,yes,own,3,'unskilled resident',1,none,none,yes,'female div/dep/mar','real estate','new car',4,'>=1000'
487,48,'0<=X<200',good,12467,'no credits/all paid',48,'1<=X<4',1,0.30978629773042865,0.6816480828611834,1.5208380574893239,0.41765439240336705,0.35893883797652965,0.956574484801464,0.9698791477966568,0.9131990186996006,0.5629425356806053,0.25609691794462086,yes,own,2,'high qualif/self emp/mgmt',1,none,bank,yes,'male single',car,business,2,'no known savings'
488,29,'0<=X<200',good,8036,'critical/other existing credit',24,'>=7',1,0.5120647472204884,0.4996270855788052,1.2230862159504925,1.225504745176854,0.9354673551000355,0.9655498103514414,0.8525477966123234,0.9823564990707015,0.9419860987076438,0.5148450604640864,yes,rent,2,skilled,1,none,none,none,'female div/dep/mar','no known property','used car',4,'>=1000'
489,23,'<0',bad,886,'existing paid',18,'<1',1,0.5206282493024348,0.5179265258076438,1.413625530073431,1.3743254648810845,1.042793636627503,1.07552610042012,1.461923089565678,0.5359294918721235,0.5272010518962207,0.545387468126292,yes,own,1,'unskilled resident',1,none,none,none,'female div/dep/mar',car,'new car',2,'<100'
490,27,'<0',good,2277,'existing paid',18,'<1',1,0.5138013398659677,0.6021059151529812,0.7844942712581424,0.8108309200865418,1.2948396945295515,0.6781970572996653,0.8299134660345582,1.1467209310788347,0.6848532182754541,0.3261688467471291,yes,own,4,skilled,1,none,stores,none,'female div/dep/mar',car,radio/tv,1,'<100'
491,37,'<0',good,3923,'critical/other existing credit',6,'1<=X<4',3,0.6848722569620266,0.5670206151705747,0.920889052362118,1.2022680023406942,1.3901657924588668,0.3593203611373915,0.6449388446574215,0.8669461761100299,0.7170574554531219,0.49490766012307286,yes,rent,1,skilled,2,none,none,none,'male single','real estate','new car',3,'<100'
492,22,'no checking',good,1352,'critical/other existing credit',12,'<1',2,0.4006034822493049,0.5335766841053536,0.7951261809695699,1.0838087326210735,0.656071132830972,1.514713754567167,0.9843411265029375,1.330906444412251,0.35654102072869964,0.33888311667906057,yes,rent,2,'unskilled resident',1,none,none,none,'female div/dep/mar','life insurance',furniture/equipment,4,'<100'
493,70,'0<=X<200',good,7311,'existing paid',10,unemployed,1,0.5080192899743697,0.4667336534885998,1.5136182725124532,0.8390572258805593,0.6985758150518266,1.1933679176193495,0.731718632189406,1.2662573695888282,1.2173949829913748,0.5046644022492608,yes,'for free',2,'high qualif/self emp/mgmt',1,none,bank,yes,'male single','no known property','new car',4,'<100'
494,49,'0<=X<200',bad,8363,'critical/other existing credit',30,'4<=X<7',1,0.4756075589575473,0.6585744937637092,0.767500529790557,1.1185165288717143,0.9470446036201265,0.5423146831223169,1.2775398506857347,1.267934331239358,0.9470695008472543,0.4704183705868745,yes,own,2,skilled,1,none,none,none,'male single','life insurance',furniture/equipment,2,'<100'
495,28,'0<=X<200',good,1801,'critical/other existing credit',18,'1<=X<4',2,0.30972251395091577,0.44165882485990615,1.461655107968933,0.5353476648967204,0.9596334936654791,0.38816909444495507,0.8629510852291242,1.587759024126305,0.9612040606875715,0.35086080733535385,yes,own,4,skilled,1,none,bank,none,'male mar/wid','real estate',business,4,'no known savings'
496,32,'0<=X<200',bad,18364,'no credits/all paid',48,'1<=X<4',1,0.5497108786700861,0.3638620888461024,0.8683075606242856,1.437796277925454,1.650319625469443,0.6944451175798865,1.39330701658325,0.7545579019706077,1.3888274103451788,0.40146987941336787,no,own,1,'high qualif/self emp/mgmt',1,none,bank,yes,'female div/dep/mar','life insurance',other,2,'<100'
497,25,'no checking',bad,2464,'existing paid',10,'1<=X<4',1,0.36133398046969856,0.14430342543759636,0.8168165067863671,0.2658882489230206,1.3357858337313728,1.432437882915659,1.1949120122329127,1.262828016440273,0.9613990772551559,0.3361750369998776,yes,rent,2,'unskilled resident',1,none,bank,none,'male single','real estate',furniture/equipment,2,'<100'
498,49,'<0',good,815,'existing paid',6,'>=7',1,0.6333619272739595,0.4403169919436531,1.3838489110981547,1.241454014466445,1.2527032141681311,1.5702086740252506,1.09376706420211,1.1915373179285325,0.8862382582156834,0.2384510550494937,yes,own,2,skilled,1,none,bank,yes,'female div/dep/mar','life insurance',furniture/equipment,1,'<100'
499,25,'<0',good,8203,'no credits/all paid',30,'<1',3,0.3455795005137011,0.5486526041041175,1.1869378590486848,1.21287433436722,1.314074637350936,0.7060683414004115,1.4160124333935826,1.2368809238648388,1.2003305465530891,0.17357435757568584,yes,own,2,skilled,1,none,bank,none,'male single',car,business,3,'no known savings'
500,46,'<0',good,1521,'existing paid',15,'<1',1,0.564477513018852,0.6070292135267812,1.1798705274870245,1.2987235444152834,0.49082957610626415,0.5665761573982238,0.9949172823233043,1.3695035041607322,1.1972627694767848,0.47370451835190086,yes,rent,4,skilled,1,guarantor,none,none,'female div/dep/mar','life insurance',furniture/equipment,1,'<100'
501,45,'<0',bad,4227,'existing paid',28,'1<=X<4',1,0.37943722125962326,0.6142704940056148,1.0186864304283338,0.591711628189249,1.5527064779367015,0.6057017369735218,1.4911691835505225,1.407496073033293,0.4214016117478774,0.3700814140860389,yes,own,3,'unskilled resident',1,none,none,none,'male single',car,'new car',2,'<100'
502,28,'no checking',good,1353,'existing paid',24,'1<=X<4',1,0.4098308684403729,0.6938804309172847,1.1091380712935455,1.1434209193744396,1.197000555324828,0.8035999948303548,0.8817132926501515,0.6933991307768242,0.6076122370161781,0.6428123311262078,yes,own,4,skilled,1,none,none,none,'male mar/wid','life insurance',radio/tv,2,'<100'
503,30,'no checking',good,1142,'critical/other existing credit',18,'<1',2,0.5298043625386859,0.38289697036769593,1.179377970987287,1.0629365598956242,1.485658633808152,0.278280844411923,0.9255438866975783,0.6471998568685312,0.8831164849094478,0.2934047304665286,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','life insurance','new car',1,'<100'
504,26,'no checking',good,702,'existing paid',12,'1<=X<4',1,0.37967344994311675,0.3059049510340194,1.159350021112588,0.9421110142023525,0.8439013968375819,1.3715313748135345,1.261722224772749,1.2493468579947207,0.6299288069103646,0.6461236251154512,yes,own,4,skilled,1,none,none,yes,'female div/dep/mar','real estate',furniture/equipment,1,'<100'
505,68,'no checking',bad,6910,'existing paid',18,'1<=X<4',2,0.4440115138580024,0.4043856262478081,0.3774923826157581,1.5400306046628642,0.5392598308064478,0.4625504742647273,1.3629447981012075,1.3011355928461366,0.5898274034400364,0.6330330115668156,yes,rent,2,skilled,1,none,none,none,'male single',car,'new car',4,'no known savings'
506,37,'>=200',good,1177,'existing paid',10,'1<=X<4',1,0.35668436387975416,0.8116868649895211,0.4511593101073781,1.2545147324833508,0.9696360496048415,1.164910222427257,0.8593459162927224,1.279540362643065,1.408783451115095,0.6400917090106779,yes,own,2,skilled,1,none,none,yes,'male single',car,'domestic appliance',2,'<100'
507,39,'<0',good,770,'critical/other existing credit',6,'4<=X<7',2,0.30570714730036896,0.47916326257921354,1.2931718474396423,0.4091758748467208,0.6027735904278824,1.2748503537954186,1.3471663710952977,0.5131172327968037,0.459812852858524,0.5392092938628635,yes,own,3,'unskilled resident',1,none,none,yes,'female div/dep/mar','real estate','new car',4,'>=1000'
508,55,'<0',good,1727,'existing paid',24,'>=7',1,0.5573020373919646,0.4717382548742292,1.658828321182669,0.9461907679736341,1.429248565776377,1.3882137081431423,0.5662593361451128,1.1398355315071864,1.4188387743310698,0.41528463164164053,yes,own,4,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,4,'<100'
509,34,'>=200',bad,2823,'existing paid',18,'1<=X<4',1,0.7517700341390866,0.5446049186812433,1.4211260340698708,0.99839168399613,0.4938593023284538,1.0893408786686112,0.6135244865312592,0.7191985527271948,0.7891886334091105,0.46706369518022783,yes,own,2,'unskilled resident',2,none,none,none,'male single','real estate',furniture/equipment,1,'<100'
510,61,'0<=X<200',good,1143,'existing paid',18,'1<=X<4',1,0.5579417614560582,0.5303438289608106,0.5187003734916091,0.841516863739244,1.1330239455808844,0.9066673612783335,1.2658203988592993,1.1609577311921975,0.8232549963671746,0.32326392831814654,yes,'for free',4,skilled,1,none,none,none,'male single','no known property',education,4,'no known savings'
511,42,'0<=X<200',good,2001,'delayed previously',24,'1<=X<4',2,0.46326554695998945,0.6385182898753715,0.8163609198128456,0.5439758347887838,0.7064244993438308,0.8491114628596119,0.8750874040722247,1.3047371241309085,1.0677911739816306,0.4543617645364586,yes,rent,4,skilled,1,none,none,yes,'female div/dep/mar',car,'new car',4,'no known savings'
512,37,'0<=X<200',bad,698,'existing paid',15,'>=7',1,0.592154683145995,0.5430105834861764,1.0904254920772987,0.845446767599749,1.0739063808995488,0.8217350192035834,0.6887568357672254,1.7214485802348602,0.6196145187683975,0.38664428562593744,yes,own,4,skilled,2,none,none,none,'male single',car,radio/tv,3,'<100'
513,53,'<0',bad,978,'existing paid',12,'<1',1,0.49516074108246433,0.5673698188217069,1.3299303499799389,0.7935623357236599,1.2329672205526572,1.0792444712779004,1.0193319548896118,0.649922774569431,0.7381644806502219,0.48316077148434544,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','life insurance',education,4,'<100'
514,36,'no checking',good,1152,'critical/other existing credit',18,'1<=X<4',2,0.6528824575096531,0.6861397828338844,0.9116734705644913,1.3827689743098595,1.2380069111482361,0.9893211285432302,0.4931463942494826,1.2397875258165727,0.6637348953531991,0.5094175438464776,yes,own,4,skilled,1,none,none,none,'female div/dep/mar','real estate','new car',3,'<100'
515,49,'<0',good,1585,'existing paid',12,'>=7',1,0.45053782153397215,0.6083076590666835,1.2313573777184366,0.6840309010333773,1.5762075496354884,0.6726742226530267,0.5027533910746063,0.6115485192360781,0.4496984430542679,0.5937035618928255,yes,own,2,'unskilled resident',1,none,none,yes,'male div/sep','life insurance',furniture/equipment,4,'no known savings'
516,29,'<0',bad,11632,'no credits/all paid',45,'>=7',2,0.15111652240867626,0.4588475043945927,0.8740039612927593,0.5291600760074675,0.8879219402145809,1.2199387657588017,1.3460162700881746,1.3830844267417715,0.5641408520104796,0.51642818125414,yes,rent,2,skilled,1,none,none,none,'male single',car,business,4,'<100'
517,74,'0<=X<200',bad,4781,'all paid',9,'>=7',1,0.4991040756609248,0.3391907227407226,1.0015729647413638,0.8767199825632723,1.290033376759429,0.5640047516738917,0.48035836134954046,1.1636891223018209,1.2675080314852574,0.6740609227216456,yes,'for free',2,'high qualif/self emp/mgmt',2,none,bank,yes,'female div/dep/mar','no known property','used car',4,'<100'
518,28,'no checking',good,3802,'existing paid',36,'>=7',1,0.29881516462434665,0.4442151227490882,0.9007960839543078,1.5025471169791262,0.05978074058000625,0.6892287490752934,1.1517920468857605,0.6031722700748844,0.3568197669024324,0.5474699501652464,yes,own,4,skilled,1,none,none,none,'male single',car,radio/tv,2,'<100'
519,22,'0<=X<200',good,1269,'existing paid',12,'1<=X<4',1,0.6802130493850805,0.7004693940227086,0.46910474877750014,1.3175404309120669,1.3072365875446725,1.455071195669233,0.6034873681962011,1.2084783815611138,0.5953617403141485,0.8755057672804818,yes,own,4,skilled,1,none,none,none,'male mar/wid','real estate','new car',1,'>=1000'
520,27,'no checking',good,1231,'critical/other existing credit',12,'1<=X<4',2,0.3215441529888712,0.5780630442327646,1.1418907401427436,0.7213109451925547,1.402166106174211,0.3994314587123664,1.4854319173107662,1.3970021670684218,1.1268546290471009,0.40035621326270066,yes,own,3,skilled,1,none,none,none,'female div/dep/mar','real estate',business,2,'<100'
521,48,'<0',bad,1165,'delayed previously',24,'<1',1,0.38267693894126703,0.6171106669306254,0.9028410171206713,1.034431042355588,0.9496450481474299,0.6884677955500432,0.3758529611435843,1.0007773574791559,1.3930414005702594,0.3104167442514125,yes,own,4,skilled,1,none,stores,none,'male mar/wid','real estate',radio/tv,4,'<100'
522,30,'0<=X<200',good,8384,'no credits/all paid',48,'<1',2,0.3835662359482845,0.6109991902670642,0.7052414680918169,1.5655221416031864,1.023511958813692,1.4093820230126641,1.146332323764454,1.1521029594347578,1.2746627047960835,0.6054952384741226,yes,own,1,skilled,1,none,none,none,'female div/dep/mar',car,'new car',1,'500<=X<1000'
523,60,'0<=X<200',good,6560,'existing paid',20,unemployed,1,0.44505801131502104,0.5922974929300335,1.1219127042127246,0.8043095320795406,0.6806042624730049,0.843297763085321,0.7150497243686611,1.1866234752838603,1.1268235970646332,0.6910986815346682,yes,own,1,'high qualif/self emp/mgmt',1,none,none,yes,'male div/sep','real estate','used car',4,'no known savings'
524,33,'no checking',bad,1007,'critical/other existing credit',12,'>=7',1,0.5444021239662777,0.6425123207971126,0.7280766560919851,1.0343544472388402,0.6618366948820162,0.5363322998348485,0.6510735168058063,1.4361230107459664,0.9303184186499938,0.6630756812165997,yes,own,4,'unskilled resident',2,none,bank,none,'female div/dep/mar','life insurance',radio/tv,3,'no known savings'
525,27,'no checking',good,956,'critical/other existing credit',6,'1<=X<4',2,0.46455508348717733,0.544702743977426,1.2081046009151,0.9938663758441085,0.8172036325971199,0.5782368933871109,0.5522009305229751,0.8272214440512251,0.9067035626893268,0.41750771197712033,yes,own,1,skilled,1,none,none,none,'male mar/wid','life insurance',furniture/equipment,2,'no known savings'
526,37,'no checking',good,10145,'existing paid',48,'4<=X<7',1,0.4808875535796223,0.6188357528601688,0.8756950254232307,1.422153270369142,1.3385004070008122,0.8792009620112138,0.8025102076328142,1.196790243806297,0.6174150952460546,0.6107951691190002,yes,own,4,skilled,1,none,stores,yes,'male single',car,radio/tv,3,'no known savings'
527,29,'0<=X<200',bad,985,'existing paid',9,'1<=X<4',1,0.7267320611254439,0.36154427385058246,1.1907726602415523,0.8389939195014535,1.0792170382160098,0.9383438391197373,0.9540538908738292,1.2534291588299364,0.9946163069232856,0.4407008928411915,no,own,1,skilled,1,none,none,none,'female div/dep/mar',car,furniture/equipment,2,'<100'
528,27,'<0',good,886,'existing paid',15,'<1',1,0.48836247465885674,0.5980996090666043,0.6016615838749005,0.7532743387620968,1.2582485106936505,1.0128031309764318,0.6556036229269708,0.8576609534916487,0.8791331963351867,0.5893626942674082,no,own,4,skilled,1,none,none,none,'male mar/wid','real estate',radio/tv,2,'<100'
529,47,'no checking',good,1306,'existing paid',15,'>=7',1,0.4815682282378408,0.5869232900407033,0.6823825048387417,0.7647995108446458,1.2638676272916405,1.6642807965856272,1.1013166593546933,0.34202056861810237,0.7120183704755463,0.6163290386481046,yes,own,4,skilled,1,none,stores,yes,'male single','life insurance',radio/tv,3,'500<=X<1000'
530,60,'0<=X<200',good,6698,'existing paid',20,unemployed,1,0.4646960823041441,0.6042400853633225,1.4215271935033003,1.2002891337871437,0.46184179100877143,0.912040545676645,1.2219857405953194,0.6572586126046798,0.36643122885698864,0.6960583566306588,yes,own,1,'high qualif/self emp/mgmt',1,none,none,yes,'male div/sep','real estate','used car',4,'no known savings'
531,37,'>=200',bad,1533,'critical/other existing credit',24,'4<=X<7',2,0.5849067240203535,0.43655583039310325,0.6069096519193274,0.7908679909144343,0.9150346972318556,0.839137199979272,0.9046226221024982,1.0551869732899952,0.6788976334801176,0.5400927819133594,yes,own,4,'unskilled resident',2,none,bank,none,'male single','real estate','new car',2,'no known savings'
532,22,'<0',bad,2644,'existing paid',18,'1<=X<4',1,0.6443909027488248,0.469757013974246,1.218117102084181,1.0557466583602833,1.3341219974928151,1.4505474752405734,1.0959215120567363,0.8237075450821082,0.8905714972158648,0.4500585231876988,yes,own,2,skilled,1,none,none,none,'male single',car,furniture/equipment,2,'<100'
533,45,'no checking',good,1369,'existing paid',10,'>=7',1,0.29599439559959195,0.7306305758414009,0.3533235169129849,1.0019970909113463,1.3364871261455105,0.9656402022288324,1.0144980524316773,1.4946631441521006,0.8456780473578283,0.43782237878603614,no,own,4,'unskilled resident',1,'co applicant',none,none,'male single','life insurance','new car',2,'no known savings'
534,31,'0<=X<200',bad,2252,'critical/other existing credit',18,'<1',2,0.5386863902799995,0.6465387409202064,0.5426318323477425,0.6858088986373605,0.5647814198679133,1.162327415895705,0.878938786557977,0.9516240408072851,0.6230784866172447,0.635752359948208,yes,own,2,'unskilled resident',1,none,none,none,'male single','real estate',furniture/equipment,2,'<100'
535,34,'no checking',good,6417,'critical/other existing credit',36,'>=7',2,0.2918085083675686,0.5262686445341886,0.9107139121035148,1.2212301021908147,1.1037246734920894,1.2882692814945815,1.2664612971325422,0.8633844407857116,1.2363080052897502,0.6343314425190393,yes,own,4,'high qualif/self emp/mgmt',1,none,none,yes,'male single',car,'new car',4,'<100'
536,28,'>=200',good,3219,'existing paid',21,'1<=X<4',1,0.47634670861056827,0.46907437692984394,1.3466984888669944,0.5360508356955898,1.4187597122765845,1.3417556636660823,0.9058021952345678,0.3931579067095346,0.5152351692633576,0.7095717429826601,yes,own,1,'high qualif/self emp/mgmt',1,none,bank,yes,'female div/dep/mar',car,'new car',1,'100<=X<500'
537,34,'no checking',good,2148,'critical/other existing credit',24,'>=7',1,0.33236800939127914,0.6807147828340276,0.8473876255828894,0.7669304377017332,0.8886804433807738,1.112621986651403,1.3459611347123832,0.8976843346325956,0.6895962269820726,0.5204341464057796,yes,own,2,skilled,1,none,none,none,'male single',car,radio/tv,2,'>=1000'
538,61,'0<=X<200',bad,1704,'delayed previously',15,'1<=X<4',2,0.33573474071071296,0.48474506655544286,0.7595204522549577,1.2349668587353069,1.561492842086876,0.6744363881920395,1.5194379696162295,0.6207149926801141,0.5221310614467058,0.6422776987489681,yes,own,3,skilled,1,none,stores,none,'male mar/wid','life insurance',repairs,3,'>=1000'
539,27,'0<=X<200',bad,832,'existing paid',12,'<1',4,0.5781789784913246,0.678365020995108,0.9452936541857825,0.5963201412172712,1.2887170486447095,0.6737737712181895,0.67668059777131,1.37986794340208,1.2611145531253203,0.5465461710358337,yes,rent,4,skilled,1,none,bank,none,'female div/dep/mar',car,furniture/equipment,4,'100<=X<500'
540,66,'<0',good,1520,'critical/other existing credit',12,'>=7',2,0.3211797127483367,0.5305659058868072,1.3570278201069461,0.7262429517588622,1.5594920865970765,1.4262170598920783,0.8140816354634538,1.6886822013147949,0.515894046203912,0.5510037405333954,yes,'for free',4,'high qualif/self emp/mgmt',1,none,none,none,'male single','no known property','used car',4,'<100'
541,28,'no checking',good,1256,'existing paid',24,'4<=X<7',1,0.4624486513413797,0.5076148396369271,0.735291765546893,1.2664718729871258,0.5730787781010714,0.8105097077373623,1.1436204303842687,1.0894590013793506,1.3841369661028184,0.6059528677336457,yes,own,4,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,1,'500<=X<1000'
542,38,'no checking',bad,4085,'existing paid',48,'1<=X<4',1,0.43350123702992505,0.3928601996789761,0.6755309535953469,1.2666203588329878,0.7366815219011955,0.49085213363330454,0.7840927423262376,0.2634171655572697,1.1874456020155886,0.6517374497354211,yes,own,4,skilled,1,none,bank,none,'male div/sep','real estate',business,2,'no known savings'
543,22,'0<=X<200',bad,5872,'existing paid',48,'1<=X<4',1,0.6574289404203413,0.47817833260624115,0.3331039105311181,1.0413600186590708,0.6799923013105008,0.9062305070833234,1.522640536183543,0.9356862168748356,0.7357848717702956,0.49317727400010647,yes,own,2,skilled,1,none,none,none,'female div/dep/mar','real estate',radio/tv,2,'<100'
544,46,'<0',bad,6289,'critical/other existing credit',48,'>=7',2,0.5650323090807876,0.5424983702371087,0.7310176137566609,1.3183174630813652,1.1255670531489121,1.2847113492548798,0.6287361127360998,0.5318476347079164,0.8379515775594477,0.07252910539313817,yes,'for free',4,skilled,1,none,none,yes,'male single','no known property','used car',4,'<100'
545,30,'0<=X<200',bad,634,'existing paid',12,'1<=X<4',1,0.5333814736238818,0.4838754984219989,0.6341403113819737,1.4300674840751815,0.7463712767616975,0.9597221458584534,0.7943518938173361,1.4485755371944264,1.2920106985929798,0.552774602026258,yes,own,4,skilled,1,none,none,none,'male single',car,repairs,2,'<100'
546,65,'no checking',good,1078,'critical/other existing credit',18,unemployed,2,0.5245939932449906,0.6417426445255471,1.0813313789270085,0.7761715582121779,0.8915819515857836,1.4081539348913452,1.6386145567006505,1.4610088673896011,1.2222422544177354,0.34433356004454696,yes,own,4,'unemp/unskilled non res',1,none,none,none,'female div/dep/mar',car,radio/tv,4,'<100'
547,21,'no checking',good,1353,'existing paid',12,'1<=X<4',1,0.7034033763353152,0.5858361871825554,0.9154311019150466,1.547938476172355,0.5084110177660246,0.5549887672590641,1.3475187047436172,1.3244176293852523,1.0039371874347656,0.5794391112642417,yes,own,4,skilled,1,none,none,none,'female div/dep/mar',car,radio/tv,2,'no known savings'
548,29,'<0',bad,1674,'delayed previously',24,'<1',1,0.6445375637930227,0.394039488733985,1.3993188520063597,1.0344441881375472,1.5169524505147207,1.166638345770666,0.9978761330292292,0.9220540650548421,1.4377410642435038,0.2819552215526372,yes,rent,4,'unskilled resident',1,none,none,yes,'female div/dep/mar',car,radio/tv,2,'<100'
549,24,'<0',bad,1272,'existing paid',12,'1<=X<4',1,0.3458220530800417,0.35799672011019235,0.812903630983642,0.6282118406103854,0.43710443333886573,1.3017963781500628,0.7542716663531462,0.7113959852109292,1.2308966199607343,0.6259980296261778,yes,own,4,'unskilled resident',1,none,none,none,'female div/dep/mar','real estate','new car',2,'<100'
550,30,'no checking',good,4488,'existing paid',15,'1<=X<4',1,0.45750599204354386,0.6234165613529614,0.6864341718613214,0.5385994001569555,0.8077445022461189,1.171689578493655,1.1959152997941804,1.4221022758659858,0.7419244421447777,0.5006466306998757,yes,own,3,skilled,1,none,none,yes,'male single',car,'used car',2,'<100'
